Folder Path,Text Content,Tabular Content,Summary,CSV File Path
E:/APQR LLM/Data/mapped/page92table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g","This document appears to be the heading for an Annual Product Quality Review (APQR). 

Here's a breakdown:

* **Document:** ANNUAL PRODUCT QUALITY REVIEW (APQR)
* **Number:** AR-APQR-XXX-YY (The specific numbers are missing)
* **Review Period:** February 8, 2022 to August 25, 2023
* **Reference SOP:** XXXX (The specific SOP number is missing)
* **Product:** Polyethylene glycol 3350 powder in various package sizes: 17g, 119g, 238g, 510g, and 850g.


This suggests the document will contain an analysis of the quality of polyethylene glycol 3350 powder over the specified review period.  It likely follows a standard operating procedure (SOP XXXX).","E:/APQR LLM/Data/mapped/page92table1/page_92_table_1.csv"""
E:/APQR LLM/Data/mapped/page68table2,"Text:
4.Batch
Details
Total
Batches
Count
:
20
4.1
Product
Code
:
2003113
Product
Name:
Polyethylene
glycol
3350
powder
17g,119g,238g,510g
&
850g

"," Batch No Batch Size BMR Used (with \nVersion No.)  BPR Used (with \nVersion No.)  Mfg. Date  Exp. Date Batch Status
  7236163   1050 Kgs                 BMR-TB-404-02                            NaN 24/02/2019 24/02/2021     Released
  7236166   1050 Kgs                 BMR-TB-404-02                            NaN 01/03/2019 01/03/2021     Released
  7237085   1500 Kgs                 BMR-TB-404-02                            NaN 10/04/2019 10/04/2021     Released
  7237302   1500 Kgs                 BMR-TB-404-02                            NaN 03/05/2019 03/05/2021     Released
  7237547   1500 Kgs                 BMR-TB-404-02                            NaN 09/05/2019 09/05/2021     Released
  7237549   1500 Kgs                 BMR-TB-404-02                            NaN 10/05/2020 10/05/2021     Released
  7237550   1500 Kgs                 BMR-TB-404-02                            NaN 11/05/2019 11/05/2021     Released
  7237558   1500 Kgs                 BMR-TB-404-02                            NaN 26/05/2019 26/05/2021     Released
  7237662   1500 Kgs                 BMR-TB-404-02                            NaN 30/05/2019 30/05/2021     Released
  7237665   1500 Kgs                 BMR-TB-404-02                            NaN 03/06/2019 03/06/2021     Released
  7237666   1500 Kgs                 BMR-TB-404-02                            NaN 04/06/2019 04/06/2021     Released
  7237667   1500 Kgs                 BMR-TB-404-02                            NaN 04/06/2019 04/06/2021     Released
  7237668   1500 Kgs                 BMR-TB-404-02                            NaN 05/06/2019 05/06/2021     Released
  7237672   1500 Kgs                 BMR-TB-404-02                            NaN 08/06/2019 08/06/2021     Released
  7237675   1500 Kgs                 BMR-TB-404-02                            NaN 10/06/2019 10/06/2021     Released
  7237676   1500 Kgs                 BMR-TB-404-02                            NaN 10/06/2019 10/06/2021     Released
  7237677   1500 Kgs                 BMR-TB-404-02                            NaN 11/06/2019 11/06/2021     Released
  7237782   1500 Kgs                 BMR-TB-404-02                            NaN 12/06/2019 12/06/2021     Released
  7237809   1050 Kgs                 BMR-TB-404-02                            NaN 13/06/2019 13/06/2021     Released
  7237810   1050 Kgs                 BMR-TB-404-02                            NaN 13/06/2019 13/06/2021     Released","The provided text describes polyethylene glycol 3350 powder, available in various package sizes (17g, 119g, 238g, 510g, and 850g).  

The table shows details for 20 batches of this product.  Each batch has a unique Batch No, a defined Batch Size (ranging from 1050 to 1500 Kgs), uses a specific BMR (Batch Manufacturing Record) version (BMR-TB-404-02 in all cases).

The table also includes the Manufacturing Date and Expiry Date for each batch. All batches listed are marked as ""Released,"" meaning they have passed quality control and are available for use.

**Key takeaways:**


* **Product:** Polyethylene glycol 3350 powder
* **Available Sizes:** 17g, 119g, 238g, 510g, and 850g
* **Batch Count:** 20
* **Consistent Manufacturing Process:** All batches use the same BMR version (BMR-TB-404-02)

This information suggests a standardized manufacturing process for polyethylene glycol 3350 powder.","E:/APQR LLM/Data/mapped/page68table2/page_68_table_2.csv"""
E:/APQR LLM/Data/mapped/page69table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW   Unnamed: 1    Unnamed: 2       Unnamed: 3 Unnamed: 4 Unnamed: 5 Unnamed: 6
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX          NaN           NaN              NaN        NaN        NaN        NaN
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g          NaN           NaN              NaN        NaN        NaN        NaN
                                                                        7237089    83333 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 10/04/2019 10/04/2021   Released
                                                                        7237090    83333 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 16/04/2019 16/04/2021   Released
                                                                        7237245    83333 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 23/04/2019 23/04/2021   Released
                                                                        7237246    83333 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 25/04/2019 25/04/2021   Released
                                                                        7237247    83333 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 27/04/2019 27/04/2021   Released
                                                                        7237307    83333 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 03/05/2019 03/05/2021   Released
                                                                        7237308    83333 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 07/05/2019 07/05/2021   Released
                                                                        7237310    83333 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 08/05/2019 08/05/2021   Released
                                                                        7237560    83333 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 09/05/2019 09/05/2021   Released
                                                                        7237561    83333 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 10/05/2019 10/05/2021   Released
                                                                        7237566    83333 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 21/05/2019 21/05/2021   Released
                                                                        7237567    83333 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 21/05/2019 21/05/2021   Released
                                                                        7237569    83333 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 24/05/2019 24/05/2021   Released
                                                                        7237570    83333 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 25/05/2019 19/05/2021   Released
                                                                        7237690    83333 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 23/05/2019 23/05/2021   Released
                                                                        7237696    83333 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 30/05/2019 30/05/2021   Released
                                                                        7237822    83333 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 13/06/2019 13/06/2021   Released
                                                                        7238550 3,10,000 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 06/08/2019 06/08/2021   Released
                                                                        7238564    83333 Kgs BMR-TB-404-02 AR-BPR-TB-404-02 20/08/2019 20/08/2021   Released","This document presents an Annual Product Quality Review (APQR) for Polyethylene glycol 3350 powder in various package sizes (17g, 119g, 238g, 510g, & 850g).  

The review period covers from February 8, 2022 to August 25, 2023. It follows Standard Operating Procedure XXXX.

The table details batches of the product manufactured and released during this period. Each row represents a batch with information such as:

* **Batch Number:**  Unique identifier for each batch (e.g., 7237089)
* **Quantity:** The quantity of powder produced in kilograms (83,333 Kgs for most batches).

* **Material Batch Record (BMR) and Production Batch Record (BPR):** References to the documentation governing production (e.g., BMR-TB-404-02, AR-BPR-TB-404-02).
* **Manufacturing Dates:**  Start and end dates of manufacturing for each batch.

All listed batches have a status of ""Released,"" indicating they met quality standards. 


The summary focuses on providing an overview of the review and key details extracted from the table. It avoids detailed analysis or interpretation of the data but presents it in a concise and understandable manner.","E:/APQR LLM/Data/mapped/page69table1/page_69_table_1.csv"""
E:/APQR LLM/Data/mapped/page73table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g","This document appears to be the beginning of an **Annual Product Quality Review (APQR)** for Polyethylene glycol 3350 powder.

Here's a breakdown:

* **Product:** Polyethylene glycol 3350 powder, available in various weights (17g, 119g, 238g, 510g, and 850g).
* **Review Period:** February 8th, 2022 to August 25th, 2023.
* **Reference SOP:** XXXX (Specific Standard Operating Procedure number not provided)
* **APQR Number:** AR-APQR-XXX-YY (The XXX and YY likely represent specific codes for the product and review year).


This information suggests a formal evaluation of the quality and performance of Polyethylene glycol 3350 powder is being conducted. The review will likely cover aspects like manufacturing processes, quality control tests, deviations, complaints, and overall product performance during the specified period.  
","E:/APQR LLM/Data/mapped/page73table1/page_73_table_1.csv"""
E:/APQR LLM/Data/mapped/page113table3,"Text:
12.13
Qualification
Status
of
Relevant
Utilities

"," S. No  ProductCode                                                        ProductName  Document No. Date of \nIssuance        Document \nType                                                                     Details/Descri\nption
     1      2003113 Polyethylene \nglycol 3350  \npowder \n17g,119g,238g,\n510g & 850g           NaN         12/08/2018 Annual review \nperiod Parameters & \nTrend analysis \nfor the given \nstages are \nwithin the \nlimits provided","The text ""12.13 Qualification Status of Relevant Utilities"" suggests a section in a document focusing on the qualification status of utilities relevant to a process or product. 

The table provides data about a specific product, Polyethylene glycol 3350 powder, with different weight options (17g, 119g, 238g, 510g & 850g). The table indicates that the product underwent an annual review on December 8th, 2018. This review analyzed parameters and trends for various stages of the product's lifecycle, confirming they were within acceptable limits.


It seems likely that this information is part of a larger quality control or assurance document outlining the qualifications and approvals necessary for using specific utilities and materials in a manufacturing or research process. 
","E:/APQR LLM/Data/mapped/page113table3/page_113_table_3.csv"""
E:/APQR LLM/Data/mapped/page85table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g","This document appears to be an excerpt from an **Annual Product Quality Review (APQR)** for **Polyethylene glycol 3350 powder**.  

Here's a breakdown:

* **Document:** Annual Product Quality Review (APQR)
* **Number:** AR-APQR-XXX-YY (specific details are masked)
* **Review Period:** February 8th, 2022 to August 25th, 2023
* **Reference Standard Operating Procedure:** XXXX (specific number is masked)
* **Product:** Polyethylene glycol 3350 powder in various sizes: 17g, 119g, 238g, 510g, and 850g


The APQR likely contains a detailed analysis of the product's quality over the specified review period.  It would cover aspects like manufacturing process consistency, testing results, deviations or issues encountered, and any proposed improvements for the future.","E:/APQR LLM/Data/mapped/page85table1/page_85_table_1.csv"""
E:/APQR LLM/Data/mapped/page65table1,"Text:


","                                                    ANNUAL PRODUCT QUALITY REVIEW
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to \nRef. SOP XXXX \n25/08/2023
                       Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g","This document appears to be the start of an **Annual Product Quality Review (APQR)** for **Polyethylene glycol 3350 powder**.

Here's what we know:

* **Document ID:** AR-APQR-XXX-YY (the specific numbers are missing)
* **Review Period:** February 8, 2022 to August 25, 2023
* **Reference Standard Operating Procedure:** XXXX (the specific number is missing)
* **Product:** Polyethylene glycol 3350 powder in various package sizes: 17g, 119g, 238g, 510g, and 850g.


The review likely assesses the quality of this product during the specified period, analyzing factors like manufacturing consistency, potential issues, and overall compliance with standards.  
","E:/APQR LLM/Data/mapped/page65table1/page_65_table_1.csv"""
E:/APQR LLM/Data/mapped/page42table2,"Text:
6.
Materials
Review
6.1
API
Material
Product
Code:
236
BMR
Ref
No:
KR/236

"," S.No.  Material Code Material \nDescription  Manufacturer Code  Manufacturer                      Name  Number of Lots \nReceived  Number of Lots \nApproved  Number of Lots \nRejected
     1          23094         Amphotericin B                           200109 Zeellia \nPharmaceuticals                          6                          6                          0
     2           1847          Acetaminophen                             1234           GlaxoSmithKline                          5                          3                          0
     3      100000134      Urofollitropin BP                           200019           Bioscience GmbH                          5                          3                          1","The provided text snippet seems to be an excerpt from a materials review document, specifically referencing a material with product code 236 and BMR reference number KR/236.  

The table presents data on various pharmaceutical materials, including their codes, descriptions, manufacturers, and the number of lots received, approved, and rejected.

**Key takeaways:**


* **Material Review:** The text indicates a review process for materials.
* **Specific Material:** A material with product code 236 is being reviewed (likely an API).
* **Material Data:** The table provides detailed information about different pharmaceutical materials:
    * **Material Code:** Unique identifier for each material.
    * **Description:** Name of the material.
    * **Manufacturer Code:**  Code identifying the manufacturer.
    * **Manufacturer Name:** Full name of the manufacturing company.
    * **Lot Information:** Number of lots received, approved, and rejected, indicating quality control processes.

**Possible Context:** This information could be part of a pharmaceutical quality assurance process where different materials are assessed for their suitability based on various factors including manufacturer reputation, lot testing results, and regulatory compliance.","E:/APQR LLM/Data/mapped/page42table2/page_42_table_2.csv"""
E:/APQR LLM/Data/mapped/page78table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g","This document appears to be the beginning of an **Annual Product Quality Review (APQR)** for **Polyethylene glycol 3350 powder**.  

Here are the key details:

* **APQR Number:** AR-APQR-XXX-YY (the specific numbers are redacted)
* **Review Period:** February 8, 2022 to August 25, 2023
* **Reference Standard Operating Procedure:** XXXX (the specific number is redacted)
* **Product:** Polyethylene glycol 3350 powder, available in various weights: 17g, 119g, 238g, 510g, and 850g.


The APQR is a standard pharmaceutical process to evaluate the quality of a product over a defined period. The missing information would likely include details about manufacturing processes, testing results, deviations, and any corrective actions taken. 
","E:/APQR LLM/Data/mapped/page78table1/page_78_table_1.csv"""
E:/APQR LLM/Data/mapped/page26table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:  Unnamed: 2
                                        Product Code: 236 Product Name: Kratom \nSite:         NaN
                                                  YU89373                          NaN       30.23
                                                 YT763543                          NaN       31.00
                                                 VB763733                          NaN       30.50
                                                 PVB76454                          NaN       30.20
                                                 MJ873564                          NaN       30.50
                                                 KL993863                          NaN       30.20
                                                 HJ883773                          NaN       30.00
                                                  FG92653                          NaN       31.00
                                                 DF365243                          NaN       30.00
                                                 AZ827833                          NaN       30.30","The provided text states that it is an ""ANNUAL PRODUCT QUALITY REVIEW"" for Kratom, with a product code of 236. The review period covers from May 13th, 2021 to December 31st, 2024.

The table data appears to list batch numbers (e.g., YU89373) along with an associated numerical value (likely a quality metric or test result). The values range from 30.00 to 31.00.  However, crucial information like the meaning of these values and the site where this review takes place is missing from the table.


To provide a more comprehensive summary, we would need additional context such as:

* **What do the numerical values in the table represent?** (e.g., potency, purity, microbial count)
* **What is the significance of these values?** Are they within acceptable limits? Do they indicate any trends or issues?
* **What is the purpose of this annual review?** Is it to assess product quality, identify potential problems, or make recommendations for improvement?","E:/APQR LLM/Data/mapped/page26table1/page_26_table_1.csv"""
E:/APQR LLM/Data/mapped/page18table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","This document appears to be the start of an **Annual Product Quality Review** for **Kratom (Product Code 236)**. The review covers the period from **May 13th, 2021 to December 31st, 2024**.  

The provided information is incomplete, as it only shows the title, document code, product code and name, and site. A full review would likely include sections on manufacturing processes, quality control data, deviations, and a summary of findings. 


Let me know if you have any other text or data you'd like me to summarize!","E:/APQR LLM/Data/mapped/page18table1/page_18_table_1.csv"""
E:/APQR LLM/Data/mapped/page99table1,"Text:


","                                                  ANNUAL PRODUCT QUALITY REVIEW
APQR No.AR-APQR-XXX-YY \nReview Period 02/08/2022 to 25/08/2023 \nRef. SOP XXXX
                     Polyethylene glycol 3350  powder 17g,119g,238g,510g & 850g","This document appears to be an introduction to an **Annual Product Quality Review (APQR)** for **Polyethylene glycol 3350 powder**.

Here are the key details:

* **APQR Number:** AR-APQR-XXX-YY (Specific number not provided)
* **Review Period:** February 8, 2022 to August 25, 2023
* **Reference Standard Operating Procedure (SOP):** XXXX (Number not provided)
* **Product:** Polyethylene glycol 3350 powder available in various weights: 17g, 119g, 238g, 510g, and 850g.


The APQR likely contains a comprehensive evaluation of the product's quality over the specified review period. This would include analysis of manufacturing processes, testing results, deviations, complaints, and other relevant data to ensure the product meets established quality standards. 
","E:/APQR LLM/Data/mapped/page99table1/page_99_table_1.csv"""
E:/APQR LLM/Data/mapped/page50table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-\n2021 - 31-12-2024)  Unnamed: 1  Unnamed: 2               Document Code:  Unnamed: 4  Unnamed: 5  Unnamed: 6  Unnamed: 7                                                                                                   Unnamed: 8
                                        Product Code: 236         NaN         NaN Product Name: Kratom \nSite:         NaN         NaN         NaN         NaN                                                                                                          NaN
                                                      NaN         NaN         NaN                          NaN         NaN         NaN         NaN         NaN Tablets, hence \ntest is added \ninline with  \nmanufacturer’s \nCOA to monitor \nthe result for \neach lot.","The provided text describes an Annual Product Quality Review for Kratom tablets (Product Code: 236) conducted from May 13, 2021, to December 31, 2024.

**Key points:**

* **Product:** Kratom tablets
* **Review period:** May 13, 2021 - December 31, 2024
* **Quality Control:** Testing is performed inline with the manufacturer's Certificate of Analysis (COA) to monitor the results for each lot of tablets.

**Additional notes:**

The table data seems incomplete and lacks clear column headings.  It mentions ""Unnamed"" columns which suggests missing information. 


Let me know if you have any other questions about this information.","E:/APQR LLM/Data/mapped/page50table1/page_50_table_1.csv"""
E:/APQR LLM/Data/mapped/page46table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","The provided information outlines an **Annual Product Quality Review** for **Kratom**, identified by **Product Code 236**. The review period spans from **May 13, 2021, to December 31, 2024**.  

The document is missing key details like the manufacturing site and specific quality parameters being reviewed. It seems to be a header section of a larger report. 


Let me know if you have any other parts of this document and I can help you summarize it further!","E:/APQR LLM/Data/mapped/page46table1/page_46_table_1.csv"""
E:/APQR LLM/Data/mapped/page99table2,"Text:


"," Unnamed: 0  Unnamed: 1  Unnamed: 2  Unnamed: 3  Unnamed: 4  Unnamed: 5  Unnamed: 6
        NaN         NaN         NaN         NaN         NaN         NaN         NaN
        NaN         NaN         NaN         NaN         NaN         NaN         NaN
        NaN         NaN         NaN         NaN         NaN         NaN         NaN
        NaN         NaN         NaN         NaN         NaN         NaN         NaN
        NaN         NaN         NaN         NaN         NaN         NaN         NaN
        NaN         NaN         NaN         NaN         NaN         NaN         NaN
        NaN         NaN         NaN         NaN         NaN         NaN         NaN
        NaN         NaN         NaN         NaN         NaN         NaN         NaN
        NaN         NaN         NaN         NaN         NaN         NaN         NaN
        NaN         NaN         NaN         NaN         NaN         NaN         NaN
        NaN         NaN         NaN         NaN         NaN         NaN         NaN","You've provided two pieces of information:

1. **Text:** There is no text content provided. The ""Text:"" label is followed by an empty space. 
2. **Tabular Data:** You've given a table with 11 rows and 7 columns. All the cells in the table are filled with ""NaN"", which stands for ""Not a Number"". This indicates that the table currently contains no meaningful data.


Let me know if you have any other information you'd like me to summarize!","E:/APQR LLM/Data/mapped/page99table2/page_99_table_2.csv"""
E:/APQR LLM/Data/mapped/page43table2,"Text:
6.3
Vendor
Qualification
6.3.1
API
Material
Product
Code:
236
BMR
Ref
No:
KR/236

"," S.No.  Material Code     Material Name SAP Code       Manufacturer \nName                                                     Manufacturer \nAddress Manufacturer \nQualification Status Date of Update
     1           1847     Acetaminophen  API/090           GlaxoSmithKline 252, Dr. Annie \nBesant road, Worli, \nMumbai 400 030 \nMaharashtra, India                           Qualified     2024-05-21
     2          23094    Amphotericin B    AP/45 Zeellia \nPharmaceuticals                                        Dalslandsgade 11, \n2300 Copenhagen                           Qualified     2024-05-22
     3      100000134 Urofollitropin BP    SD/93           Bioscience GmbH    Bioscience GmbH , \nMax-Planck-Strasse \n12, 52499 \nBaesweiler,Germany                           Qualified     2024-05-19","The text excerpt appears to be referring to a vendor qualification process, possibly for pharmaceutical ingredients or materials. It mentions an API Material Product Code (236) with a Batch Manufacturing Record (BMR) reference number (KR/236).

The table provides details about various materials, including their:

* **Material Code:** A unique identifier for each material.
* **Material Name:** The name of the material.
* **SAP Code:** An internal code used within a system (likely SAP software).
* **Manufacturer Name:** The company that produces the material.
* **Manufacturer Address:** The physical location of the manufacturer.
* **Manufacturer Qualification Status:** Indicates whether the manufacturer is qualified to supply the material (""Qualified"").
* **Date of Update:** When the qualification status was last updated.

The table showcases three examples: Acetaminophen, Amphotericin B, and Urofollitropin BP.  Each entry includes information about the manufacturer's address and their qualification status as ""Qualified.""


It seems likely that this information is part of a larger dataset used to manage vendor qualifications for pharmaceutical materials. The text snippet might be referencing a specific material (code 236) currently undergoing or having completed the qualification process.","E:/APQR LLM/Data/mapped/page43table2/page_43_table_2.csv"""
E:/APQR LLM/Data/mapped/page63table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","The provided information describes an **Annual Product Quality Review** for **Kratom** (Product Code: 236). The review period covers from **May 13, 2021, to December 31, 2024**.  

The document's code is not specified in the provided text. Additionally, the ""Site"" where the Kratom product is manufactured or handled is also missing. 
","E:/APQR LLM/Data/mapped/page63table1/page_63_table_1.csv"""
E:/APQR LLM/Data/mapped/page104table2,"Text:


","      Parameter    Value
""overallStdDev"" 0.778649
           ""Pp"" 0.321069
          ""Ppk"" 0.256427","The text provided is empty, so there's no textual information to summarize. However, the table provides statistical data about a process or set of measurements. 

Here's a breakdown:

* **overallStdDev (0.778649):** This likely represents the overall standard deviation of the dataset. A higher value indicates greater variability in the data.
* **Pp (0.321069):**  Pp is a process capability index that measures the potential performance of a process. It compares the spread of the process data to the specification width. A higher Pp value suggests better process capability. 
* **Ppk (0.256427):** Ppk is another process capability index, but it considers both the process spread and its centering relative to the target value.  A lower Ppk than Pp indicates that the process might be off-center, leading to a higher chance of producing defective outputs.


**In Conclusion:**

The table suggests a process with moderate variability (overallStdDev). While the potential capability (Pp) is decent, the actual capability (Ppk) is lower, implying that the process may not be perfectly centered on the target, potentially resulting in some outputs falling outside acceptable limits. 
","E:/APQR LLM/Data/mapped/page104table2/page_104_table_2.csv"""
E:/APQR LLM/Data/mapped/page110table2,"Text:
11.Review
of
Retention
Sample
Observation
The
retention
sample
observation
record
is
reviewed
and
no
abnormal
observation
reported
in
periodic
observation
of
below
batches/packs.

"," S. No  Batch No  ProductCode                                                        ProductName                      Observation Observation Date
     1   7237809      2003113 Polyethylene \nglycol 3350  \npowder \n17g,119g,238g,51\n0g & 850g The Retention \nsample was taken       05/08/2020","The text indicates that a review of retention sample observations found no abnormalities in periodic observations for below batches/packs.

The table provides data on a specific retention sample observation:

* **Batch No:** 7237809
* **ProductCode:** 2003113
* **ProductName:** Polyethylene glycol 3350 powder (available in various weights)
* **Observation:** The Retention sample was taken.
* **Observation Date:** 05/08/2020


Essentially, the text confirms that retention samples are being monitored regularly and no issues were found with the sample from Batch No. 7237809.","E:/APQR LLM/Data/mapped/page110table2/page_110_table_2.csv"""
E:/APQR LLM/Data/mapped/page20table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","The provided information includes text and a table header that likely belong to an ""Annual Product Quality Review"" document. 

Here's a breakdown:

**Text:**
* The text appears incomplete, possibly indicating the start of a report title or heading.

**Table Header:**

* **Document Title:** ANNUAL PRODUCT QUALITY REVIEW (covering the period from May 13th, 2021 to December 31st, 2024)
* **Document Code:** Missing information.
* **Product Code:** 236
* **Product Name:** Kratom
* **Site:** Missing information

**Summary:**

This information suggests a formal review document focusing on the quality of ""Kratom"" (product code 236) during the specified timeframe.  More details about the product, site, and review findings are likely contained within the rest of the document.","E:/APQR LLM/Data/mapped/page20table1/page_20_table_1.csv"""
E:/APQR LLM/Data/mapped/page15table1,"Text:


","ANNUAL PRODUCT QUALITY REVIEW (13-05-2021 - \n31-12-2024)               Document Code:
                                        Product Code: 236 Product Name: Kratom \nSite:","The provided text and data represent the beginning of an Annual Product Quality Review document for Kratom (Product Code: 236).

**Key details:**

* **Review period:** May 13th, 2021 - December 31st, 2024.
* **Product:** Kratom (Product Code: 236)
* **Document Code:** Not provided in the excerpt.
* **Site:** Not specified in the excerpt.

The review likely examines various aspects of Kratom quality during the stated period, including manufacturing processes, testing results, and potential issues or improvements identified.","E:/APQR LLM/Data/mapped/page15table1/page_15_table_1.csv"""
E:/APQR LLM/Data/mapped/page109table2,"Text:
10.
Review
Of
Stability
Data
During
the
review
period
total
“---”
batches
of
“Polyethylene
glycol
3350
powder
17g,119g,238g,510g
&
850g”,
charged
for
stability
study.
The
stability
data
of
all
ongoing/charged
batches
are
reviewed
and
results
found
within
the
specification.
The
stability
batch
details
are
tabulated
below.
For
more
details
refer
attached
stability
summary
data
sheet.
10.0

"," S. No  Batch No  ProductCode              ProductNam\ne  Reason For \nInception           Stability \nCondition Duration                 Reason For \nStability \nStudy Date Of \nManufacturi\nng Date of \nExpiry Stability \nStatus
     1   7237090      2003119  Polyethylene \nglycol 17g                     NaN 25°C ± 2°C / \n60% RH ± 5% \nRH      NaN                                            NaN                16/04/2019       16/04/2021        In progress
     2   7236171      2003120 Polyethylene \nglycol 510g                     NaN 25°C ± 2°C / \n60% RH ± 5% \nRH     24 M Additional \nBatch Size  \nPC-\nODF/2017/78\n1                01/03/2019       01/03/2021        In progress","The text describes a review of stability data for different batches of polyethylene glycol 3350 powder (in various weights: 17g, 119g, 238g, 510g, and 850g).

**Key Findings:**

* **Stability within Specifications:** All ongoing and charged stability batches were reviewed, and the results were found to be within specifications.
* **Batches in Progress:** Two batches are specifically mentioned as being ""in progress"":
    * Batch No: 7237090 (ProductCode: 2003119, Polyethylene glycol 17g)
    * Batch No: 7236171 (ProductCode: 2003120, Polyethylene glycol 510g)

**Stability Study Details:**

* **Storage Conditions:** 25°C ± 2°C / 60% RH ± 5% RH
* **Duration:**  At least 24 months (for Batch No: 7236171)

The attached stability summary data sheet is likely to provide more detailed information about each batch.


Let me know if you have any other questions!","E:/APQR LLM/Data/mapped/page109table2/page_109_table_2.csv"""
E:/APQR LLM/Data/mapped/page107table2,"Text:


","      Parameter    Value
""overallStdDev"" 0.249135
           ""Pp"" 3.344909
          ""Ppk"" 0.769998","The text provided doesn't contain any specific information, so we can only summarize the data in tabular form.

The table shows three parameters and their corresponding values related to a statistical process:

* **overallStdDev:** Represents the overall standard deviation of the process, with a value of 0.249135.
* **Pp:** Likely stands for ""Process Performance Index,"" which measures the potential capability of the process. Its value is 3.344909.

* **Ppk:**  Likely stands for ""Process Capability Index,"" which measures the actual performance of the process compared to its specifications. Its value is 0.769998.



Without context on what this data represents (e.g., manufacturing process, test scores), it's difficult to draw further conclusions. However, we can say that:

* The process has a moderate overall standard deviation.
* The process potentially shows good capability (Pp).
* The actual performance of the process is relatively low compared to its potential (Ppk).","E:/APQR LLM/Data/mapped/page107table2/page_107_table_2.csv"""
